layer,head,pair,dim0,dim1,bucket_size,n_buckets,current_global_gap,best_global_alpha_deg,best_global_gap,global_gap_reduction,global_gap_reduction_pct,bucket_best_alpha_mean_deg,bucket_best_alpha_std_deg,bucket_best_alpha_min_deg,bucket_best_alpha_max_deg,bucket_best_alpha_range_deg,bucket_best_gap_mean,bucket_best_gap_median,bucket_consistent_flag
1,5,49,98,99,256,80,0.3955051600933075,-45.0,0.033012036234140396,0.3624931238591671,91.65319708436871,24.75,24.923633575439453,-45.0,40.0,85.0,0.03601065278053284,0.037594690918922424,0
1,5,51,102,103,256,80,0.3254952132701874,35.0,0.04318564757704735,0.28230956569314003,86.73232483415977,33.3125,4.026765823364258,20.0,40.0,20.0,0.03457317501306534,0.03307346627116203,1
1,5,53,106,107,256,80,0.3560793995857239,-45.0,0.04145792871713638,0.3146214708685875,88.3571111484208,24.25,28.45061492919922,-45.0,40.0,85.0,0.029870927333831787,0.02740434557199478,0
1,5,59,118,119,256,80,0.37292608618736267,25.0,0.02904745563864708,0.3438786305487156,92.21093489714923,26.125,9.905017852783203,-45.0,40.0,85.0,0.026527155190706253,0.024511970579624176,0
1,5,60,120,121,256,80,0.4359821379184723,35.0,0.005255210679024458,0.43072692723944783,98.79462706795407,31.5,3.7416574954986572,25.0,40.0,15.0,0.03381997346878052,0.033513426780700684,1
1,5,63,126,127,256,80,0.623534083366394,40.0,0.08147905021905899,0.542055033147335,86.93270305623675,29.0,4.062019348144531,20.0,40.0,20.0,0.04216690734028816,0.04609755054116249,1
1,6,47,94,95,256,80,0.25721079111099243,40.0,0.002974604954943061,0.25423618615604937,98.84351471332342,-2.25,31.06344223022461,-45.0,40.0,85.0,0.014591673389077187,0.011922979727387428,0
1,7,44,88,89,256,80,0.37686586380004883,-20.0,0.03946802020072937,0.33739784359931946,89.52730294997754,-14.8125,6.043785572052002,-30.0,-5.0,25.0,0.03918299451470375,0.037512607872486115,0
1,7,47,94,95,256,80,0.3169403374195099,20.0,0.032719019800424576,0.2842213176190853,89.6765996821929,4.125,5.851015090942383,-5.0,25.0,30.0,0.04180828109383583,0.04144405946135521,0
1,7,48,96,97,256,80,0.5076221823692322,-45.0,0.027572600170969963,0.4800495821982622,94.56828304029584,-32.375,12.5741548538208,-45.0,35.0,80.0,0.02904914878308773,0.02719525247812271,0
1,7,49,98,99,256,80,0.42285871505737305,-25.0,0.003579519223421812,0.41927919583395123,99.15349522288167,-23.0625,5.3906025886535645,-35.0,-10.0,25.0,0.03032664954662323,0.03250934183597565,0
1,7,50,100,101,256,80,0.36112546920776367,40.0,0.046324197202920914,0.31480127200484276,87.17227081641546,9.9375,36.87388610839844,-45.0,40.0,85.0,0.02764943614602089,0.02291739732027054,0
1,7,51,102,103,256,80,0.4019284248352051,30.0,0.031639743596315384,0.3702886812388897,92.128015427302,23.5625,19.496694564819336,-45.0,40.0,85.0,0.027770131826400757,0.022227171808481216,0
1,7,53,106,107,256,80,0.39083513617515564,-35.0,0.012698857113718987,0.37813627906143665,96.75084045974108,-20.625,30.846139907836914,-45.0,40.0,85.0,0.022108646109700203,0.017910823225975037,0
1,7,55,110,111,256,80,0.2986868917942047,40.0,0.004126370884478092,0.2945605209097266,98.61849615840485,21.8125,13.630016326904297,-45.0,40.0,85.0,0.018431153148412704,0.016743160784244537,0
1,7,56,112,113,256,80,0.4831600785255432,25.0,0.024022087454795837,0.4591379910707474,95.02813073296454,21.0,4.43001127243042,10.0,30.0,20.0,0.03668423742055893,0.03813637048006058,1
1,7,59,118,119,256,80,0.3344268798828125,-30.0,0.003449407173320651,0.33097747270949185,98.96856162562969,-30.5,10.049875259399414,-45.0,15.0,60.0,0.023781832307577133,0.023786846548318863,0
1,7,60,120,121,256,80,0.3689247667789459,-25.0,0.034664589911699295,0.33426017686724663,90.60388647410333,-20.0625,4.293436050415039,-30.0,-10.0,20.0,0.03318294882774353,0.031949594616889954,1
1,7,61,122,123,256,80,0.2653087079524994,40.0,0.0325537733733654,0.232754934579134,87.72985115166526,28.5625,18.289234161376953,-45.0,40.0,85.0,0.02869713306427002,0.026801101863384247,0
1,7,62,124,125,256,80,0.3557116687297821,35.0,0.027493320405483246,0.32821834832429886,92.27089723998662,15.625,10.90799617767334,-5.0,40.0,45.0,0.014151600189507008,0.011959969997406006,0
2,1,59,118,119,256,80,0.30342811346054077,-45.0,0.02373191900551319,0.2796961944550276,92.17873428574066,-2.4375,33.335357666015625,-45.0,40.0,85.0,0.018400369212031364,0.01334625668823719,0
2,3,42,84,85,256,80,0.31465020775794983,30.0,0.010491149500012398,0.30415905825793743,96.66577385256872,17.5,27.556758880615234,-45.0,40.0,85.0,0.021613547578454018,0.017966926097869873,0
3,0,41,82,83,256,80,0.3553248643875122,-45.0,0.036005038768053055,0.31931982561945915,89.86700836989937,-15.0625,30.077959060668945,-45.0,40.0,85.0,0.020247597247362137,0.020637251436710358,0
3,0,49,98,99,256,80,0.3997786045074463,40.0,0.028939465060830116,0.3708391394466162,92.76112710021452,-30.0,18.148691177368164,-45.0,40.0,85.0,0.028792232275009155,0.023673327639698982,0
3,5,41,82,83,256,80,0.3680327236652374,20.0,0.0282862801104784,0.339746443554759,92.3141942844714,21.9375,8.158345222473145,5.0,35.0,30.0,0.039609380066394806,0.036341987550258636,0
3,5,51,102,103,256,80,0.2889532744884491,-30.0,0.027493542060256004,0.2614597324281931,90.48512528230405,4.75,21.00446319580078,-45.0,40.0,85.0,0.017385918647050858,0.011449085548520088,0
5,2,57,114,115,256,80,0.253169983625412,15.0,0.013666215352714062,0.23950376827269793,94.60196064438094,6.8125,6.033435344696045,-5.0,20.0,25.0,0.0291037168353796,0.026633871719241142,0
5,4,44,88,89,256,80,0.3209384083747864,-20.0,0.00848598126322031,0.31245242711156607,97.35588479228996,-17.375,6.372548580169678,-30.0,-5.0,25.0,0.02880653738975525,0.02565832808613777,0
5,5,42,84,85,256,80,0.2896462678909302,20.0,0.026568053290247917,0.26307821460068226,90.82741390603644,16.0625,16.820629119873047,-45.0,40.0,85.0,0.025196503847837448,0.02155819535255432,0
5,5,51,102,103,256,80,0.26251065731048584,40.0,0.00959948543459177,0.25291117187589407,96.34320163114828,8.3125,30.912616729736328,-45.0,40.0,85.0,0.02425353229045868,0.023179855197668076,0
6,0,39,78,79,256,80,0.3466821610927582,-35.0,0.027630187571048737,0.31905197352170944,92.03010980318194,-11.75,32.356414794921875,-45.0,40.0,85.0,0.01851087436079979,0.014591924846172333,0
6,1,50,100,101,256,80,0.30305802822113037,-30.0,0.027267273515462875,0.2757907547056675,91.002622938084,-22.875,19.792280197143555,-45.0,40.0,85.0,0.02106839418411255,0.018357161432504654,0
6,2,49,98,99,256,80,0.32232001423835754,15.0,0.031731024384498596,0.29058898985385895,90.15542846153099,20.125,11.373626708984375,-45.0,40.0,85.0,0.029848352074623108,0.02439085766673088,0
6,2,59,118,119,256,80,0.3096555769443512,20.0,0.018000228330492973,0.2916553486138582,94.18701626235273,15.0625,11.360395431518555,-45.0,35.0,80.0,0.029676267877221107,0.026590967550873756,0
6,3,39,78,79,256,80,0.27824482321739197,-20.0,0.026665925979614258,0.2515788972377777,90.41638019666578,-18.125,12.999399185180664,-40.0,15.0,55.0,0.032895784825086594,0.03064558282494545,0
6,3,51,102,103,256,80,0.32388660311698914,35.0,0.03131191432476044,0.2925746887922287,90.33244536099245,18.1875,16.245071411132812,-45.0,40.0,85.0,0.025542844086885452,0.024541938677430153,0
6,5,45,90,91,256,80,0.40447136759757996,40.0,0.004076413810253143,0.4003949537873268,98.9921625764351,18.625,27.669647216796875,-45.0,40.0,85.0,0.032082971185445786,0.027270594611763954,0
6,5,47,94,95,256,80,0.4557112157344818,-30.0,0.02430558204650879,0.431405633687973,94.66645076809557,-25.5,19.58315658569336,-45.0,40.0,85.0,0.022652437910437584,0.020327694714069366,0
6,5,52,104,105,256,80,0.2518141269683838,35.0,0.004396174103021622,0.24741795286536217,98.25419877909647,-4.125,34.53960418701172,-45.0,40.0,85.0,0.02140098251402378,0.018558090552687645,0
6,6,56,112,113,256,80,0.2812560200691223,-35.0,0.020496485754847527,0.2607595343142748,92.71251660682312,3.6875,24.014888763427734,-45.0,40.0,85.0,0.013513833284378052,0.011416809633374214,0
7,1,47,94,95,256,80,0.33637022972106934,30.0,0.03958611190319061,0.2967841178178787,88.23138660754346,24.25,12.676257133483887,-40.0,40.0,80.0,0.027605194598436356,0.02882828190922737,0
7,1,52,104,105,256,80,0.3532419800758362,30.0,0.02813750132918358,0.3251044787466526,92.03449677098321,4.0,29.34067153930664,-45.0,40.0,85.0,0.02228478156030178,0.01685461215674877,0
7,3,45,90,91,256,80,0.4738729000091553,40.0,0.007063820492476225,0.46680907951667905,98.50934280218604,5.125,39.8824462890625,-45.0,40.0,85.0,0.0313807912170887,0.028782106935977936,0
7,4,55,110,111,256,80,0.2938438653945923,-15.0,0.009699596092104912,0.2841442693024874,96.6990646277132,-7.0625,6.456283092498779,-20.0,15.0,35.0,0.03640363737940788,0.03528832644224167,0
7,4,57,114,115,256,80,0.2847876250743866,25.0,0.011071301996707916,0.2737163230776787,96.11243571632859,11.125,20.675695419311523,-45.0,40.0,85.0,0.018376344814896584,0.013521270826458931,0
7,5,40,80,81,256,80,0.35890546441078186,20.0,0.0215154942125082,0.33738997019827366,94.00524752448939,19.125,9.739577293395996,-5.0,35.0,40.0,0.03591890633106232,0.03724173083901405,0
7,5,43,86,87,256,80,0.340040922164917,-25.0,0.0426078662276268,0.2974330559372902,87.46978276721578,-18.75,27.07050895690918,-45.0,40.0,85.0,0.02231716923415661,0.0224093459546566,0
7,7,37,74,75,256,80,0.30176249146461487,-30.0,0.030810372903943062,0.2709521185606718,89.78985998080681,-13.375,16.76631736755371,-45.0,20.0,65.0,0.030428845435380936,0.030841059982776642,0
7,7,43,86,87,256,80,0.2825750708580017,-25.0,0.00019206649449188262,0.2823830043635098,99.93202992255874,-11.875,13.655928611755371,-45.0,40.0,85.0,0.020937016233801842,0.016489721834659576,0
7,7,45,90,91,256,80,0.454299658536911,40.0,0.05183259770274162,0.4024670608341694,88.59065889028611,10.5,36.66231155395508,-45.0,40.0,85.0,0.03424713760614395,0.03326040506362915,0
8,2,51,102,103,256,80,0.2531094551086426,-20.0,0.004451547749340534,0.24865790735930204,98.2412558442632,-10.125,18.217008590698242,-40.0,40.0,80.0,0.021020645275712013,0.020253730937838554,0
8,2,63,126,127,256,80,0.2695837914943695,25.0,0.008469076827168465,0.26111471466720104,96.85846215745306,13.5,22.0,-45.0,40.0,85.0,0.021639427170157433,0.017574165016412735,0
8,3,51,102,103,256,80,0.2730884850025177,20.0,0.04690719395875931,0.2261812910437584,82.82344495106527,16.4375,8.880939483642578,-10.0,30.0,40.0,0.026571249589323997,0.02448500692844391,0
8,4,39,78,79,256,80,0.37609079480171204,40.0,0.013543037697672844,0.3625477571040392,96.39899782582735,-5.5625,31.917802810668945,-45.0,40.0,85.0,0.021218786016106606,0.016887597739696503,0
8,4,48,96,97,256,80,0.3374779522418976,-25.0,0.02900446020066738,0.3084734920412302,91.40552441782107,-14.625,14.615381240844727,-40.0,30.0,70.0,0.031237846240401268,0.027959564700722694,0
8,4,59,118,119,256,80,0.47615885734558105,25.0,0.009107056073844433,0.4670518012717366,98.08739122808446,25.125,6.273705005645752,-5.0,35.0,40.0,0.03280535340309143,0.031271107494831085,0
8,6,37,74,75,256,80,0.31703269481658936,-35.0,0.023406630381941795,0.29362606443464756,92.61696639979574,-9.0625,28.373554229736328,-45.0,40.0,85.0,0.028861606493592262,0.026572756469249725,0
8,6,40,80,81,256,80,0.3381040394306183,-25.0,0.006013135425746441,0.33209090400487185,98.22151328452838,-17.5625,21.005859375,-45.0,40.0,85.0,0.02709323726594448,0.02509560063481331,0
8,7,47,94,95,256,80,0.31441086530685425,-35.0,0.024543672800064087,0.28986719250679016,92.19375806999854,-13.375,26.53741455078125,-45.0,40.0,85.0,0.02019905298948288,0.019507698714733124,0
9,0,50,100,101,256,80,0.27243733406066895,-35.0,0.001929708058014512,0.27050762600265443,99.29168736558522,-17.9375,26.536457061767578,-45.0,40.0,85.0,0.025441914796829224,0.02392025664448738,0
9,0,60,120,121,256,80,0.25076577067375183,40.0,0.0008630845113657415,0.2499026861623861,99.65582044588987,-14.1875,25.91384506225586,-45.0,40.0,85.0,0.01755322888493538,0.016181809827685356,0
9,0,63,126,127,256,80,0.2596895098686218,-30.0,0.013362722471356392,0.24632678739726543,94.85434645468865,-20.5625,23.9529972076416,-45.0,40.0,85.0,0.02359442226588726,0.02002360299229622,0
9,1,39,78,79,256,80,0.3149201571941376,15.0,0.01261117123067379,0.3023089859634638,95.99543854447543,12.1875,10.02633285522461,-10.0,30.0,40.0,0.03927293419837952,0.03716342896223068,0
9,1,51,102,103,256,80,0.37459442019462585,-25.0,0.02449856698513031,0.35009585320949554,93.45997546562447,-9.625,25.578004837036133,-45.0,40.0,85.0,0.020293066278100014,0.01724332571029663,0
9,2,58,116,117,256,80,0.26364246010780334,-35.0,0.017893511801958084,0.24574894830584526,93.21296281538208,-15.25,28.558053970336914,-45.0,40.0,85.0,0.019858334213495255,0.01760621927678585,0
9,2,61,122,123,256,80,0.2875356078147888,-25.0,0.019472680985927582,0.26806292682886124,93.22773233759953,-15.3125,8.075571060180664,-30.0,10.0,40.0,0.02470337226986885,0.02343037724494934,0
9,3,55,110,111,256,80,0.48709601163864136,30.0,0.004962408449500799,0.48213360318914056,98.98122580950586,6.875,32.904930114746094,-45.0,40.0,85.0,0.023415368050336838,0.017932970076799393,0
9,3,60,120,121,256,80,0.2799561023712158,40.0,0.012654965743422508,0.2673011366277933,95.4796606910028,3.8125,30.426589965820312,-45.0,40.0,85.0,0.020199837163090706,0.01734987273812294,0
9,4,41,82,83,256,80,0.30434277653694153,-25.0,0.021722208708524704,0.2826205678284168,92.86258443334927,-20.3125,20.575223922729492,-45.0,40.0,85.0,0.022291911765933037,0.020012803375720978,0
9,4,44,88,89,256,80,0.26411473751068115,40.0,0.022268561646342278,0.24184617586433887,91.56860315474,2.25,31.043315887451172,-45.0,40.0,85.0,0.021664807572960854,0.01788737252354622,0
9,4,49,98,99,256,80,0.4313579499721527,35.0,0.05140389874577522,0.3799540512263775,88.08323835248807,27.3125,13.805428504943848,-45.0,40.0,85.0,0.027300003916025162,0.025291461497545242,0
9,4,57,114,115,256,80,0.4882775545120239,-30.0,0.007295374758541584,0.48098217975348234,98.50589594153422,-23.4375,16.594308853149414,-45.0,40.0,85.0,0.023295128718018532,0.020472481846809387,0
9,4,58,116,117,256,80,0.3585302233695984,-30.0,0.034980420023202896,0.3235498033463955,90.24338319530105,-14.5625,22.474899291992188,-45.0,40.0,85.0,0.022447487339377403,0.022514890879392624,0
9,5,48,96,97,256,80,0.25337284803390503,-45.0,0.02928532473742962,0.2240875232964754,88.44180622956458,1.0625,35.4056282043457,-45.0,40.0,85.0,0.024296006187796593,0.02060309797525406,0
9,5,54,108,109,256,80,0.2702659070491791,-25.0,0.007755018770694733,0.26251088827848434,97.13059673143177,-19.875,21.301042556762695,-45.0,35.0,80.0,0.01821284554898739,0.017913753166794777,0
9,6,52,104,105,256,80,0.4381244480609894,40.0,0.007185198366641998,0.4309392496943474,98.3600097190555,13.5625,26.210609436035156,-45.0,40.0,85.0,0.027451008558273315,0.025499755516648293,0
9,6,55,110,111,256,80,0.30850374698638916,20.0,0.0281694233417511,0.28033432364463806,90.86901743757625,21.4375,16.82991600036621,-45.0,40.0,85.0,0.02766283228993416,0.025401724502444267,0
9,7,51,102,103,256,80,0.3040594458580017,20.0,0.03586948662996292,0.2681899592280388,88.20313359160883,18.25,14.855554580688477,-45.0,40.0,85.0,0.02333100698888302,0.022071627900004387,0
9,7,62,124,125,256,80,0.30876976251602173,-25.0,0.002444245619699359,0.30632551689632237,99.20839216904456,-18.5,22.408145904541016,-45.0,40.0,85.0,0.022550899535417557,0.020259691402316093,0
10,0,50,100,101,256,80,0.46318376064300537,-25.0,0.006561385001987219,0.45662237564101815,98.58341644083582,-15.0625,7.603196144104004,-40.0,0.0,40.0,0.0316779688000679,0.03267355263233185,0
10,1,40,80,81,256,80,0.3315427899360657,-35.0,0.0018939066212624311,0.32964888331480324,99.42875952101758,-5.3125,33.32926559448242,-45.0,40.0,85.0,0.020492838695645332,0.017560195177793503,0
10,1,51,102,103,256,80,0.35640770196914673,-30.0,0.007166732102632523,0.3492409698665142,97.98917586151016,-22.5,14.186261177062988,-45.0,30.0,75.0,0.025734107941389084,0.022168904542922974,0
10,2,59,118,119,256,80,0.35076016187667847,-35.0,0.006099142134189606,0.34466101974248886,98.26116452291582,-21.6875,18.539548873901367,-45.0,40.0,85.0,0.022435201331973076,0.01637517660856247,0
10,4,36,72,73,256,80,0.2626313865184784,-40.0,0.0029886953998357058,0.2596426911186427,98.86201895384448,-2.375,26.9487361907959,-45.0,40.0,85.0,0.020437702536582947,0.018974874168634415,0
10,4,55,110,111,256,80,0.34212586283683777,35.0,0.0022149758879095316,0.33991088694892824,99.35258449345413,-1.0625,29.386367797851562,-45.0,40.0,85.0,0.020004745572805405,0.015115927904844284,0
10,5,45,90,91,256,80,0.4261571168899536,-35.0,0.06084098666906357,0.36531613022089005,85.72334374864505,-26.125,26.1483154296875,-45.0,40.0,85.0,0.02624857984483242,0.022192716598510742,0
10,6,46,92,93,256,80,0.4574483335018158,-40.0,0.02165677212178707,0.4357915613800287,95.26574466759948,-19.0,30.4897518157959,-45.0,40.0,85.0,0.02770460769534111,0.025660742074251175,0
10,6,49,98,99,256,80,0.30206820368766785,-25.0,0.022198211401700974,0.2798699922859669,92.65125851357283,-4.8125,12.880308151245117,-35.0,30.0,65.0,0.02187967672944069,0.021294374018907547,0
10,6,50,100,101,256,80,0.35266709327697754,-45.0,0.010086494497954845,0.3425805987790227,97.1399388572857,-10.75,32.123783111572266,-45.0,40.0,85.0,0.021508634090423584,0.01691446825861931,0
10,6,51,102,103,256,80,0.3304031193256378,-30.0,0.007430395111441612,0.3229727242141962,97.75111229984533,-23.5,11.135528564453125,-45.0,35.0,80.0,0.030302131548523903,0.029655102640390396,0
10,6,60,120,121,256,80,0.3215278089046478,-30.0,0.02069948986172676,0.30082831904292107,93.56214632499629,-15.75,27.951967239379883,-45.0,40.0,85.0,0.023952286690473557,0.022989172488451004,0
11,1,62,124,125,256,80,0.3611823618412018,40.0,0.00919866468757391,0.3519836971536279,97.4531799834627,13.875,32.26816177368164,-45.0,40.0,85.0,0.02188398316502571,0.019609160721302032,0
11,2,60,120,121,256,80,0.3183651268482208,25.0,0.04138833284378052,0.2769767940044403,86.9997278742429,12.0625,25.965045928955078,-45.0,40.0,85.0,0.02000119350850582,0.015206549316644669,0
11,2,61,122,123,256,80,0.32266438007354736,-25.0,0.0037836614064872265,0.31888071866706014,98.82736935337431,-20.25,9.113862991333008,-35.0,40.0,75.0,0.03308356553316116,0.0347619354724884,0
11,3,53,106,107,256,80,0.2691434919834137,20.0,0.01874392479658127,0.25039956718683243,93.03571315863867,16.25,22.617748260498047,-45.0,40.0,85.0,0.024876385927200317,0.02150070294737816,0
11,3,62,124,125,256,80,0.3984539210796356,-25.0,0.036130718886852264,0.36232320219278336,90.9322717194114,-8.8125,31.526216506958008,-45.0,40.0,85.0,0.023249873891472816,0.019914288073778152,0
11,4,46,92,93,256,80,0.44922134280204773,-45.0,0.012369008734822273,0.43685233406722546,97.24656699130327,-4.875,36.903377532958984,-45.0,40.0,85.0,0.024822575971484184,0.0216642078012228,0
11,5,48,96,97,256,80,0.26418212056159973,-20.0,0.03743789717555046,0.22674422338604927,85.8287543850565,-14.5625,22.419212341308594,-45.0,40.0,85.0,0.018393859267234802,0.014177502132952213,0
11,5,52,104,105,256,80,0.30889859795570374,-40.0,0.04363130033016205,0.2652672976255417,85.87520285980099,-18.9375,25.479082107543945,-45.0,40.0,85.0,0.018309254199266434,0.015276184305548668,0
11,5,53,106,107,256,80,0.29427269101142883,-30.0,0.01019700150936842,0.2840756895020604,96.53484614072721,-23.5,21.14533042907715,-45.0,40.0,85.0,0.023912295699119568,0.02078789472579956,0
11,6,58,116,117,256,80,0.2811972200870514,40.0,0.003049293300136924,0.27814792678691447,98.91560332666413,3.5,31.735233306884766,-45.0,40.0,85.0,0.023945504799485207,0.021576816216111183,0
12,2,61,122,123,256,80,0.2985374927520752,20.0,0.01112243253737688,0.2874150602146983,96.27435990205302,16.375,20.447723388671875,-45.0,40.0,85.0,0.02127843163907528,0.018756937235593796,0
12,3,58,116,117,256,80,0.2601255178451538,-20.0,0.028962189331650734,0.23116332851350307,88.86607143675494,-11.8125,29.413471221923828,-45.0,40.0,85.0,0.021536463871598244,0.019668979570269585,0
12,4,41,82,83,256,80,0.30257293581962585,20.0,0.012484770268201828,0.290088165551424,95.8737980862755,19.4375,10.093121528625488,-5.0,35.0,40.0,0.028814047574996948,0.024817507714033127,0
12,5,40,80,81,256,80,0.2815600037574768,15.0,0.012362931855022907,0.2691970719024539,95.60913066840567,14.375,22.33795738220215,-45.0,40.0,85.0,0.02933354303240776,0.03123108297586441,0
12,5,49,98,99,256,80,0.3377021551132202,15.0,0.013661670498549938,0.3240404846146703,95.9545207835675,16.0625,6.407698154449463,5.0,40.0,35.0,0.03380540758371353,0.030721183866262436,0
12,5,55,110,111,256,80,0.34133702516555786,25.0,0.016990484669804573,0.3243465404957533,95.02237278198469,12.0625,24.144018173217773,-45.0,40.0,85.0,0.028925929218530655,0.028395764529705048,0
12,6,48,96,97,256,80,0.3921215534210205,25.0,0.0007079373463056982,0.3914136160747148,99.81945972106624,23.4375,13.430230140686035,-45.0,40.0,85.0,0.029611557722091675,0.029304224997758865,0
12,6,49,98,99,256,80,0.34781143069267273,30.0,0.031438276171684265,0.31637315452098846,90.9611147313145,17.5625,13.57833194732666,-45.0,40.0,85.0,0.02492561750113964,0.023863384500145912,0
12,6,56,112,113,256,80,0.3157499134540558,-25.0,0.04360327497124672,0.27214663848280907,86.19056629524893,-24.25,17.195566177368164,-45.0,40.0,85.0,0.020676294341683388,0.016421660780906677,0
12,6,61,122,123,256,80,0.28701797127723694,10.0,0.05507222190499306,0.23194574937224388,80.81227399806349,17.0,5.947688579559326,5.0,35.0,30.0,0.032002564519643784,0.0315062515437603,0
12,7,44,88,89,256,80,0.3117530643939972,-40.0,0.018049903213977814,0.2937031611800194,94.21019220803356,12.25,29.6532039642334,-45.0,40.0,85.0,0.017804576084017754,0.011759556829929352,0
13,0,49,98,99,256,80,0.2592097520828247,35.0,0.004671098664402962,0.25453865341842175,98.1979464017579,0.75,31.395660400390625,-45.0,40.0,85.0,0.015750352293252945,0.010336929932236671,0
13,0,54,108,109,256,80,0.2589990198612213,35.0,0.004812992177903652,0.25418602768331766,98.14169482939256,9.125,27.508806228637695,-45.0,40.0,85.0,0.01954006776213646,0.019115779548883438,0
13,0,61,122,123,256,80,0.3699641227722168,-45.0,0.01904202625155449,0.3509220965206623,94.8530073378822,-6.5625,27.789316177368164,-45.0,40.0,85.0,0.023741289973258972,0.021524690091609955,0
